gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgRevenuePerMonth,IsNewCustomer,ChargesPerServiceYear,Cluster,Segment,Recommendation,ChurnProbability,ChurnProbabilityPercent,RiskCategory,RevenueAtRisk,EstimatedCLV,PriorityScore
Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,1,105.79202898550724,0,1263.6,0,Premium Customers,Provide VIP benefits,0.85224295,85.2243,Critical,89.7411822795868,7160.4,642582.7615947532
Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,1,88.12307692307692,0,1067.4,2,New Customers,Onboarding campaign,0.8010199,80.10199,Critical,71.25072072744369,2223.75,158443.79021765292
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,129.15,0,16.14375,1,243.0,1,High Risk Customers,Offer retention discount,0.029299805,2.9299805,Low,0.5933210500515997,141.75,84.10325884481426
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,7491.75,1,111.81716417910448,0,1330.1999999999998,0,Premium Customers,Provide VIP benefits,0.5570312,55.70312,Medium,61.74691009819507,7316.099999999999,451746.56896940497
Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,5835.5,0,108.06481481481481,0,1326.0,0,Premium Customers,Provide VIP benefits,0.33658627,33.658627,Low,37.19278247654438,5856.5,217819.53057388216
Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,0,109.86640625,0,1312.8000000000002,0,Premium Customers,Provide VIP benefits,0.044961825,4.4961824,Low,4.918823656439781,6892.200000000001,33901.51640491426
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,1,108.78732394366196,0,1370.4,0,Premium Customers,Provide VIP benefits,0.1710067,17.10067,Low,19.52896450459957,7994.0,156114.54224976897
Male,1,Yes,No,27,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,1,36.857142857142854,0,438.0,1,High Risk Customers,Offer retention discount,0.7685647,76.85647,High,28.052611589431763,985.5,27645.848721385002
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,1,35.375,1,849.0,2,New Customers,Onboarding campaign,0.8882915,88.82915,Critical,62.846622079610825,70.75,4446.398512132466
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,109.6,0,18.266666666666666,1,239.39999999999998,1,High Risk Customers,Offer retention discount,0.19643603,19.643602,Low,3.9188988514244554,99.75,390.91016042958944
Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,727.8,0,19.152631578947368,0,235.20000000000002,1,High Risk Customers,Offer retention discount,0.013172377,1.3172377,Low,0.25817858725786214,725.2,187.23111147940162
Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,1,32.6875,1,481.79999999999995,1,High Risk Customers,Offer retention discount,0.7988026,79.880264,High,32.07192496061325,120.44999999999999,3863.063361505866
Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893.0,0,68.6923076923077,0,919.1999999999999,2,New Customers,Onboarding campaign,0.41671476,41.671474,Medium,31.920350438356397,919.1999999999999,29341.186122937197
Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,763.1,0,19.566666666666666,0,235.20000000000002,1,High Risk Customers,Offer retention discount,0.011659312,1.1659312,Low,0.22852251641452315,744.8000000000001,170.20357022553685
Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,0,78.14,1,1023.5999999999999,2,New Customers,Onboarding campaign,0.3619531,36.195312,Low,30.874600240588187,767.6999999999999,23702.430604699548
Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.85,902.25,0,64.44642857142857,0,790.1999999999999,2,New Customers,Onboarding campaign,0.19810936,19.810936,Low,13.045501260459423,856.05,11167.601354016288
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,1,88.455,0,1133.4,2,New Customers,Onboarding campaign,0.81186944,81.18694,Critical,76.6810688406229,2739.05,210033.28160790817
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1016.7,0,21.181250000000002,0,240.60000000000002,1,High Risk Customers,Offer retention discount,0.0052420953,0.52420956,Low,0.10510401134379209,942.35,99.04476508982248
Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,0,95.86532258064516,0,1192.8000000000002,0,Premium Customers,Provide VIP benefits,0.074793845,7.4793844,Low,7.434508234262466,6063.400000000001,45078.39722762704
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,275.7,0,16.21764705882353,0,240.0,1,High Risk Customers,Offer retention discount,0.09053559,9.053559,Low,1.8107117712497711,320.0,579.4277667999268
Female,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.45,3126.45,0,74.43928571428572,0,941.4000000000001,0,Premium Customers,Provide VIP benefits,0.022081506,2.2081506,Low,1.732294107042253,3216.4500000000003,5571.8373805960555
Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.1,1070.15,0,24.32159090909091,0,301.20000000000005,1,High Risk Customers,Offer retention discount,0.01011199,1.011199,Low,0.2538109586574137,1079.3,273.9381676789466
Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,1,93.45675675675676,0,1168.1999999999998,0,Premium Customers,Provide VIP benefits,0.44062138,44.062138,Medium,42.89449095726013,3504.6,150328.03300881386
Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,340.4,0,48.628571428571426,1,660.0,2,New Customers,Onboarding campaign,0.4509367,45.09367,Medium,24.80151876807213,330.0,8184.501193463802
Female,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),71.1,4299.2,0,72.86779661016949,0,853.1999999999999,0,Premium Customers,Provide VIP benefits,0.021201434,2.1201434,Low,1.5074219299480318,4123.799999999999,6216.306554719693
Male,0,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,0,54.660000000000004,0,738.5999999999999,2,New Customers,Onboarding campaign,0.21881603,21.881603,Low,13.468126464635134,1169.45,15750.300494067558
Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,0,43.49166666666667,1,550.8,1,High Risk Customers,Offer retention discount,0.18849699,18.849699,Low,8.652011932432652,504.9,4368.400824685245
Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,0,40.760000000000005,0,483.59999999999997,1,High Risk Customers,Offer retention discount,0.02420534,2.420534,Low,0.9754752049222588,1571.6999999999998,1533.1543795763139
Female,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.1,713.6,0,79.28888888888889,1,1045.1999999999998,2,New Customers,Onboarding campaign,0.40128195,40.128197,Medium,34.95165809392929,696.8,24354.315359849927
Female,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.5,1265.65,0,46.87592592592593,0,594.0,1,High Risk Customers,Offer retention discount,0.055373184,5.537318,Low,2.740972626954317,1287.0,3527.631770890206
Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,0,74.14537037037037,0,885.5999999999999,0,Premium Customers,Provide VIP benefits,0.36140248,36.140247,Low,26.67150315642357,3911.3999999999996,104322.91744603514
Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.2,1401.4,0,19.738028169014086,0,230.39999999999998,1,High Risk Customers,Offer retention discount,0.004737826,0.4737826,Low,0.09096626043319701,1344.0,122.25865402221679
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,45.3,45.3,1,22.65,1,543.5999999999999,1,High Risk Customers,Offer retention discount,0.8993845,89.938446,Critical,40.74211778640747,45.3,1845.6179357242581
Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1510.5,0,25.175,0,300.0,1,High Risk Customers,Offer retention discount,0.010177932,1.0177932,Low,0.2544482937082648,1475.0,375.3112332196906
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1,1,59.36666666666667,1,1139.4,2,New Customers,Onboarding campaign,0.8155278,81.55278,Critical,77.43436430096627,189.9,14704.785780753495
Male,0,No,No,7,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.3,264.8,0,33.1,1,423.59999999999997,1,High Risk Customers,Offer retention discount,0.1100709,11.00709,Low,3.8855027392506596,247.09999999999997,960.1077268688379
Female,0,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,480.6,1,36.96923076923077,0,534.5999999999999,1,High Risk Customers,Offer retention discount,0.38032448,38.032448,Low,16.943455713987348,534.5999999999999,9057.971424697635
Male,0,Yes,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),76.75,4541.9,0,75.69833333333332,0,921.0,0,Premium Customers,Provide VIP benefits,0.03652813,3.652813,Low,2.8035339107736945,4528.25,12695.102431460982
Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,0,80.26048387096773,0,972.0,0,Premium Customers,Provide VIP benefits,0.021041883,2.1041882,Low,1.7043925356119871,4941.0,8421.403518458828
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,7542.25,0,103.31849315068493,0,1266.6,0,Premium Customers,Provide VIP benefits,0.018323204,1.8323203,Low,1.9340141345746815,7599.599999999999,14697.733817113749
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,251.25,0,17.946428571428573,0,225.60000000000002,1,High Risk Customers,Offer retention discount,0.011636695,1.1636695,Low,0.21876986399292947,244.4,53.46735475987197
Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.9,1595.5,0,24.546153846153846,0,298.79999999999995,1,High Risk Customers,Offer retention discount,0.0028908302,0.289083,Low,0.07198167101014405,1593.6,114.70999092176555
Male,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,23.45,1,11.725,1,281.4,1,High Risk Customers,Offer retention discount,0.8063995,80.63995,Critical,18.91006884276867,23.45,443.4411143629253
Female,0,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,685.55,0,62.32272727272727,1,778.8000000000001,2,New Customers,Onboarding campaign,0.08890437,8.890437,Low,5.7698938302695755,649.0,3744.6610958449546
Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.35,3874.1,0,58.698484848484846,0,736.2,0,Premium Customers,Provide VIP benefits,0.01709506,1.7095059,Low,1.048781879246235,3987.75,4182.279938964173
Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,113.95,6891.4,0,109.38730158730158,0,1367.4,0,Premium Customers,Provide VIP benefits,0.015793653,1.5793654,Low,1.7996867827139795,7064.900000000001,12714.607151195994
Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,90.15,4916.95,0,87.80267857142857,0,1081.8000000000002,0,Premium Customers,Provide VIP benefits,0.039587073,3.9587073,Low,3.5687746334820987,4958.25,17694.876826462616
Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.1,1373.0,0,52.80769230769231,0,649.2,2,New Customers,Onboarding campaign,0.09075662,9.075662,Low,4.9099330060184005,1352.5,6640.684390639887
Male,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,1,14.85,1,356.4,1,High Risk Customers,Offer retention discount,0.5872829,58.72829,Medium,17.44230201244354,29.7,518.0363697695732
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0,24.9,1,597.5999999999999,1,High Risk Customers,Offer retention discount,0.19606368,19.606369,Low,9.763971385359763,49.8,486.2457749909162
Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1,6039.9,1,100.66499999999999,0,1213.1999999999998,0,Premium Customers,Provide VIP benefits,0.5275882,52.75882,Medium,53.33916587233543,5964.9,318162.7905118936
Male,1,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.4,1548.65,0,23.825384615384618,0,292.79999999999995,1,High Risk Customers,Offer retention discount,0.002884439,0.2884439,Low,0.07038031062111258,1561.6,109.90589306592939
Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,3440.25,0,92.97972972972973,0,1140.0,0,Premium Customers,Provide VIP benefits,0.32108092,32.108093,Low,30.502687692642212,3420.0,104319.19190883636
Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,151.3,1,37.825,1,607.8,2,New Customers,Onboarding campaign,0.6290015,62.90015,High,31.85892588496208,151.95,4840.963788219988
Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,69.9,4226.7,0,68.17258064516129,0,838.8000000000001,0,Premium Customers,Provide VIP benefits,0.0011032489,0.11032489,Low,0.07711709900759162,4263.900000000001,328.81959845846995
Male,0,No,Yes,26,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),39.95,1023.75,0,37.916666666666664,0,479.40000000000003,1,High Risk Customers,Offer retention discount,0.10420692,10.420692,Low,4.163066440820694,1038.7,4324.177112080455
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,1,27.7,1,664.8,2,New Customers,Onboarding campaign,0.71438336,71.43834,High,39.57683835029602,55.4,2192.5568446063994
Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,1,45.3,1,1087.1999999999998,2,New Customers,Onboarding campaign,0.9405512,94.05512,Critical,85.21394065618514,90.6,7720.383023450374
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.25,7074.4,0,102.52753623188406,0,1239.0,0,Premium Customers,Provide VIP benefits,0.043850236,4.3850236,Low,4.527536829933524,7021.0,31787.836082963273
Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,156.35,1,52.11666666666667,1,1042.1999999999998,2,New Customers,Onboarding campaign,0.8941616,89.41616,Critical,77.65793339610099,173.7,13489.183030902741
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.25,6849.75,0,93.83219178082192,0,1131.0,0,Premium Customers,Provide VIP benefits,0.0027599272,0.27599272,Low,0.2601231372100301,6786.0,1765.1956091072643
Female,0,Yes,No,71,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,47.05,3263.6,0,45.327777777777776,0,564.5999999999999,0,Premium Customers,Provide VIP benefits,0.060139406,6.013941,Low,2.829559074528515,3340.5499999999997,9452.28356641623
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1252.85,0,21.600862068965515,0,246.60000000000002,1,High Risk Customers,Offer retention discount,0.010998861,1.0998861,Low,0.22602659217081963,1171.3500000000001,264.7562487392896
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,67.55,0,13.51,1,235.79999999999998,1,High Risk Customers,Offer retention discount,0.13351004,13.351004,Low,2.623472251743078,78.6,206.20491898700593
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,70.2,0,35.1,1,842.4000000000001,2,New Customers,Onboarding campaign,0.808912,80.8912,Critical,56.7856209397316,70.2,3986.3505899691586
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.0,5750.0,0,78.76712328767124,0,972.0,0,Premium Customers,Provide VIP benefits,0.0026919332,0.26919332,Low,0.21804658812470734,5832.0,1271.6477019432932
Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,0,70.44318181818181,0,910.8000000000001,2,New Customers,Onboarding campaign,0.15530145,15.530146,Low,11.787380182743073,1593.9,18787.905273274184
Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,1810.55,0,25.146527777777777,0,296.4,1,High Risk Customers,Offer retention discount,0.0012805547,0.12805547,Low,0.03162970076082274,1753.7,55.46900622425484
Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,1,98.42833333333333,0,1188.6,2,New Customers,Onboarding campaign,0.8933372,89.33372,Critical,88.4850486844778,2872.45,254168.87809372824
Female,1,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7467.55,0,106.67928571428571,0,1323.0,0,Premium Customers,Provide VIP benefits,0.3602373,36.02373,Low,39.716162368655205,7607.25,302130.7761789523
Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5484.4,0,84.3753846153846,0,1020.0,0,Premium Customers,Provide VIP benefits,0.013183285,1.3183285,Low,1.1205791868269444,5440.0,6095.950776338577
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,294.9,0,17.34705882352941,0,237.0,1,High Risk Customers,Offer retention discount,0.12083167,12.083167,Low,2.3864254504442215,316.0,754.110442340374
Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.9,97.5,0,19.5,1,286.79999999999995,1,High Risk Customers,Offer retention discount,0.036149587,3.6149588,Low,0.8639751408249139,95.6,82.59602346286177
Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,1,111.6311320754717,0,1335.0,0,Premium Customers,Provide VIP benefits,0.4216637,42.16637,Medium,46.910086795687675,5785.0,271374.8521130532
Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,113.35,1,37.78333333333333,1,661.2,2,New Customers,Onboarding campaign,0.71510077,71.51008,High,39.40205216407776,110.2,4342.106148481369
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,19.95,0,9.975,1,239.39999999999998,1,High Risk Customers,Offer retention discount,0.8045918,80.459175,Critical,16.05160591006279,19.95,320.22953790575264
Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,0,25.094736842105263,0,301.79999999999995,1,High Risk Customers,Offer retention discount,0.18853489,18.853489,Low,4.741652373969554,452.7,2146.5460296960173
Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.15,101.65,0,33.88333333333333,1,649.8,2,New Customers,Onboarding campaign,0.2789286,27.89286,Low,15.103984107077121,108.3,1635.7614787964521
Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,0,56.5425,0,717.5999999999999,2,New Customers,Onboarding campaign,0.19812402,19.812403,Low,11.84781647324562,1136.2,13461.489076901675
Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,0,86.15243902439025,0,1006.1999999999999,0,Premium Customers,Provide VIP benefits,0.47356355,47.356354,Medium,39.708303827047345,3354.0,133181.6510359168
Female,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.9,6891.45,0,102.85746268656716,0,1258.8000000000002,0,Premium Customers,Provide VIP benefits,0.06450165,6.4501653,Low,6.7662231512367725,6923.400000000001,46845.269365272674
Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,1570.7,0,71.39545454545454,0,903.5999999999999,2,New Customers,Onboarding campaign,0.1992741,19.92741,Low,15.005339196324348,1581.3,23727.94287114769
Male,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.65,520.95,0,57.88333333333334,1,799.8000000000001,2,New Customers,Onboarding campaign,0.09426411,9.426412,Low,6.282703092321754,533.2,3349.9372888259595
Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,0,107.60136986301369,0,1314.0,0,Premium Customers,Provide VIP benefits,0.0044759675,0.44759676,Low,0.4901184404734522,7884.0,3864.093784692697
Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85,3581.4,0,73.08979591836734,0,886.1999999999999,0,Premium Customers,Provide VIP benefits,0.02616581,2.616581,Low,1.9323450302705167,3544.7999999999997,6849.776663302927
Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.3,1447.9,0,20.684285714285714,0,231.60000000000002,1,High Risk Customers,Offer retention discount,0.0107302265,1.0730226,Low,0.20709337191656232,1331.7,275.78624338128606
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.2,8547.15,0,117.08424657534246,0,1418.4,0,Premium Customers,Provide VIP benefits,0.008531798,0.85317975,Low,1.008458485454321,8510.4,8582.385094610454
Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),51.45,727.85,0,48.52333333333333,0,617.4000000000001,2,New Customers,Onboarding campaign,0.053803712,5.380371,Low,2.7682009890675547,720.3000000000001,1993.93517242536
Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.45,357.6,0,51.08571428571429,1,713.4000000000001,2,New Customers,Onboarding campaign,0.08710953,8.710953,Low,5.17866146825254,356.70000000000005,1847.2285457256812
Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,159.35,0,17.705555555555556,1,234.0,1,High Risk Customers,Offer retention discount,0.0075945077,0.7594508,Low,0.14809289923869073,156.0,23.102492281235754
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,280.85,0,15.60277777777778,0,234.60000000000002,1,High Risk Customers,Offer retention discount,0.01407779,1.407779,Low,0.2752207960933447,332.35,91.46963158162312
Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.55,6069.25,0,91.95833333333333,0,1122.6,0,Premium Customers,Provide VIP benefits,0.051520035,5.1520033,Low,4.819699243456125,6080.75,29307.386174645835
Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,3274.35,0,56.45431034482758,0,711.5999999999999,0,Premium Customers,Provide VIP benefits,0.008680806,0.86808056,Low,0.514771769940853,3380.1,1739.9800595770773
Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,1,97.07142857142857,0,1227.0,2,New Customers,Onboarding campaign,0.8153584,81.53584,Critical,83.37039643526077,1329.25,110820.09946157038
Male,1,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,1,88.89500000000001,0,1150.8000000000002,2,New Customers,Onboarding campaign,0.6249041,62.49041,High,59.928302818536764,1822.1000000000001,109195.36056565585
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,0,107.18684210526315,0,1317.6,0,Premium Customers,Provide VIP benefits,0.20568469,20.56847,Low,22.584179145097732,6148.8,138865.60072737694
Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.1,1122.4,0,74.82666666666667,0,937.1999999999999,2,New Customers,Onboarding campaign,0.47681102,47.681103,Medium,37.238940784335135,1093.3999999999999,40717.05785359203
